,dealer_name,tel,fax,mail,web,types,address,province,postcode
108,ร้านทรัพย์สุนทร,039 552258,-,-,-,สีพ่นซ่อมรถยนตร์,79  ถ.สุขุมวิท   ต. บางพระ อ. เมืองตราด  จ.ตราด    23000 ,ตราด,23000
109,ร้านง่วนหมงพานิช,055 511760,-,-,-,สีพ่นซ่อมรถยนตร์,715-719 ถ.ตากสิน อ. เมืองตาก  จ.ตาก    63000 ,ตาก,63000
110,ร้านธนกิจ,055 531753,-,-,-,สีพ่นซ่อมรถยนตร์,248  ถ.อินทรคีรี  ต. แม่สอด อ. แม่สอด  จ.ตาก    63110 ,ตาก,63110
111,ร้านสมชายการโลหะ,038 381486,-,-,-,สีพ่นซ่อมรถยนตร์,21/10 หมู่ 10  ถ.สุวรรณศร ต. บ้านนา อ. บ้านนา  จ.นครนายก    26110 ,นครนายก,26110
112,บริษัท ตรีเพชรเพ้นท์  จำกัด,034  324002,034 324003,-,-,สีพ่นซ่อมรถยนตร์,62-63 ม.2  ต. ยายชา อ. สามพราน  จ.นครปฐม    73110 ,นครปฐม,73110
113,บรษัท ป. คัลเลอร์ แอนด์ พาร์ท จำกัด,034 253 173,034 270094,-,-,สีพ่นซ่อมรถยนตร์,เลขที่ 994/5 ถ. เพชรเกษม ต. ห้วยจรเข้  อ. เมืองนครปฐม  จ.นครปฐม    73000 ,นครปฐม,73000
114,บริษัท ป.โอโตคาร์คัลเลอร์ จำกัด,034 253143,034 241927,-,-,สีพ่นซ่อมรถยนตร์,141/37 ถ.ราชวิถี อ. เมืองนครปฐม  จ.นครปฐม    73000 ,นครปฐม,73000
115,อู่สุขเกษม,034 204277-8,-,-,-,สีพ่นซ่อมรถยนตร์,เลขที่ 79 หมู่ที่ 16 ต. ห้วยขวาง  อ. กำแพงแสน  จ.นครปฐม    73140 ,นครปฐม,73140
116,บริษัท เอ พี ทีม (ไทยแลนด์) จำกัด,034 327355-6,034 327357,-,-,สีพ่นซ่อมรถยนตร์,96 หมู่ที่ 4 ต. หอมเกร็ด อ. สามพราน  จ.นครปฐม    73110 ,นครปฐม,73110
117,ร้านวีดูโออะไหล่ยนต์,042 511439,-,-,-,สีพ่นซ่อมรถยนตร์,158-162 ถ.นิตโย  ต.ในเมือง อ. เมืองนครพนม  จ.นครพนม    48000 ,นครพนม,48000
118,ร้านกิมเซ่งเชียง,042 511523,-,-,-,สีพ่นซ่อมรถยนตร์,"170,172,174 ถ.ศรีเทพ  ต. ในเมือง อ. เมืองนครพนม  จ.นครพนม    48000 ",นครพนม,48000
119,ร้านเซ็นทรัลฮาร์ดแวร์,044 256553,044 274973,-,-,สีพ่นซ่อมรถยนตร์,1/21-24  ถ.มุขมนตรี  ต. ในเมือง อ. เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
120,ร้านสหะกิจ,044 389464,-,-,-,สีพ่นซ่อมรถยนตร์,613  หมู่ 2     ต. ด่านขุนทด อ. ด่านขุนทด  จ.นครราชสีมา    30210 ,นครราชสีมา,30210
121,หจก.วี.อาร์.1986 (ไทยแลนด์),044 230981/ 044 230982,-,-,-,สีพ่นซ่อมรถยนตร์,221-223  ถ.โพธิ์กลาง ต. ในเมือง อ. เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
122,หจก.ไทยยงค์โลหะกิจนครราชสีมา,044 241942,-,-,-,สีพ่นซ่อมรถยนตร์,179-181  ถ.จอมพล อ. เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
123,หจก.จักรวาลแมชชีนทูล,044 245470,044 259 423,-,-,สีพ่นซ่อมรถยนตร์,936-940  ถ.มิตรภาพ ต.ในเมือง   อ. เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
124,หจก. มิตรภาพนครราชสีมา,-,-,-,-,สีพ่นซ่อมรถยนตร์,เลขที่ 120  หมู่ 11    ต. บ้านใหม่      อ. เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
125,บริษัท อู่ เอส พี คาร์เซอร์วิส จำกัด,044 372453,-,-,-,สีพ่นซ่อมรถยนตร์,827 หมู่ที่ 1   ถ.สุรนารายณ์ ต. บ้านเกาะ  อ. เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
126,ร้านไทยสวัสดิ์โลหะภัณฑ์,044 244518 ,-,-,-,สีพ่นซ่อมรถยนตร์,128-130 ถ.พลแสน อ. เมืองนครราชสีมา  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
127,ร้านสุขสงวน,044  441446,-,-,-,สีพ่นซ่อมรถยนตร์,283-284 ถ.สืบศิริ อ. ปักธงชัย  จ.นครราชสีมา    30150 ,นครราชสีมา,30150
128,หจก.มงคลชัยยนตรการ,044  312 838,044  312707,-,-,สีพ่นซ่อมรถยนตร์,403  ถ. มิตรภาพ     ต. ปากช่อง อ. ปากช่อง  จ.นครราชสีมา    30000 ,นครราชสีมา,30000
129,หจก.งามซัพพลาย,075 341590,-,-,-,สีพ่นซ่อมรถยนตร์,3/140  ถ.พัฒนาการคูขวาง  ต.คลัง อ. เมืองนครศรีธรรมราช  จ.นครศรีธรรมราช    80000 ,นครศรีธรรมราช,80000
130,ร้านศรีเจริญ,075 411146,-,-,-,สีพ่นซ่อมรถยนตร์,7-9  ถ.ผดุงราษฏร์  ต. ปากแพรก อ. ทุ่งสง  จ.นครศรีธรรมราช    80110 ,นครศรีธรรมราช,80110
131,หจก.งามซัพพลาย,075 341590,-,-,-,สีพ่นซ่อมรถยนตร์,3/140   ถ.พัฒนาการคูขวาง  ต.คลัง   อ.เมืองนครศรีธรรมราช  จ.นครศรีธรรมราช    80000 ,นครศรีธรรมราช,80000
132,หจก.โลหะวัฒน์นครศรีธรรมราช,075 342860,-,-,-,สีพ่นซ่อมรถยนตร์,186/27-31 ม.9 ถ.สะพานยาว ต.โพธิ์เสด็จ  อ.เมืองนครศรีธรรมราช  จ.นครศรีธรรมราช    80000 ,นครศรีธรรมราช,80000
133,ร้านทุ่งสงเจริญเพ้นท์,083 6507890,-,-,-,สีพ่นซ่อมรถยนตร์,259/14 ม.1 ถ.ทุ่งสง-ทุ่งใหญ่ ต. ชะมาย อ. ทุ่งสง  จ.นครศรีธรรมราช    80110 ,นครศรีธรรมราช,80110
134,ร้านรถยนต์นครสวรรค์,056 224 548,-,-,-,สีพ่นซ่อมรถยนตร์,46/2 ถ.ดาวดึงส์ อ. เมืองนครสวรรค์  จ.นครสวรรค์    60000 ,นครสวรรค์,60000
135,หจก.ตี๋เจริญเพ้นท์,056  310411,056 221 028,-,-,สีพ่นซ่อมรถยนตร์,394/15-17 ม.10 ถ.นครสวรรค์-พิษณุโลก ต.นครสวรรค์ตก     อ. เมืองนครสวรรค์  จ.นครสวรรค์    60000 ,นครสวรรค์,60000
136,ร้านสวรรค์วิถีอะไหล่.,056 311088,-,-,-,สีพ่นซ่อมรถยนตร์,275/26   ถ.สวรรค์วิถี   ต. ปากน้ำโพ อ. เมืองนครสวรรค์  จ.นครสวรรค์    60000 ,นครสวรรค์,60000
137,หจก.ชุณห์ดีพาณิชย์,056 261575 / 056 282178,056 262218,-,-,สีพ่นซ่อมรถยนตร์,197-199-201  ถ.พหลโยธิน  ต. ตาคลี อ. ตาคลี  จ.นครสวรรค์    60140 ,นครสวรรค์,60140
138,ร้าน เอ แอนด์ บี ออโต้ เพ้นท์,081 5529541,-,-,-,สีพ่นซ่อมรถยนตร์,157 หมู่ที่ 3 ต. หนองยาว  อ. ลาดยาว  จ.นครสวรรค์    60150 ,นครสวรรค์,60150
139,ร้านส.เจริญเคหะภัณฑ์,02 9209428,-,-,-,สีพ่นซ่อมรถยนตร์,333/13 ม.3  ต. บางรักพัฒนา อ. บางบัวทอง  จ.นนทบุรี    11110 ,นนทบุรี,11110
140,ลิ้มเจริญเคหะภัณฑ์,02 9262495,-,-,-,สีพ่นซ่อมรถยนตร์,65/5 หมู่ที่ 10  ถ.บางกรวย-ไทรน้อย ต. บางเลน  อ.บางใหญ่  จ.นนทบุรี    11140 ,นนทบุรี,11140
141,หจก.ฟิวเจอร์คาร์เพ้นท์,02 9258982,02 9858983,-,-,สีพ่นซ่อมรถยนตร์,14/106 หมู่ที่ 13 ต. บางบัวทอง  อ. บางบัวทอง  จ.นนทบุรี    11110 ,นนทบุรี,11110
142,ร้านชัยรุ่งเรืองเพ้นท์,02 4462004,-,-,-,สีพ่นซ่อมรถยนตร์,27/86 หมู่ที่ 5 ต. บางกรวย    อ. บางกรวย  จ.นนทบุรี    11130 ,นนทบุรี,11130
143,บริษัท เจริญกิจ ออโต้เซอร์วิส จำกัด,02  9211943-4,-,-,-,สีพ่นซ่อมรถยนตร์,เลขที่ 54/3  หมู่ 4  ซ.วัดไผ่เหลือง ถ.รัตนาธิเบศร์ ต. บางรักพัฒนา อ. บางบัวทอง  จ.นนทบุรี    11110 ,นนทบุรี,11110
